train_number,train_name,scraped_train_name,csv_source,csv_destination,scraped_source,scraped_destination,identity_check,running_days,status
59023,Mumbai Valsad Passenger,MMCT-BL PASSENGER,Mumbai Central,VALSAD,Mumbai Central,Valsad,match,1111111,ok
59025,Surat Amrawati Fast Passenger,ST AMRAVATI PAS,SURAT,Amravati,Surat,Amravati,match,1101,ok
58834,Chhindwara Nagpur Passenger,,Chhindwara Junction,NAGPUR,,,unknown,1111111,summary_parse_failed
58836,Chhindwara Nagpur Passenger,,Chhindwara Junction,NAGPUR,,,unknown,1111111,summary_parse_failed
58840,Jabalpur Nir Nagpur Passenger,,JABALPUR,NAGPUR,,,unknown,1111111,summary_parse_failed
58842,Ramakona Nagpur Passenger,,Ramakona,NAGPUR,,,unknown,1111111,summary_parse_failed
58844,Nagbhir Nagpur Passenger,NABN ITRN PASS N G,Nagbhir Junction,NAGPUR,Nagbhir Junction (Ng),Itwari Jn(Ng),match,1111111,ok
58848,Nagbhir Nagpur Passenger,NABN ITRN PASS N G,Nagbhir Junction,NAGPUR,Nagbhir Junction (Ng),Itwari Jn(Ng),match,1111111,ok
59026,Surat Fast Passenger,SURAT FAST PASS,Amravati,SURAT,Amravati,Surat,match,1000110,ok
59037,Virar Surat Passenger,VR ST PASS,VIRAR,SURAT,Virar,Surat,match,1111111,ok
59038,Surat Virar Passenger,ST VR PASS,SURAT,VIRAR,Surat,Virar,match,1111111,ok
59039,Virar Valsad Shuttle,VR-BL PASSENGER,VIRAR,VALSAD,Virar,Valsad,match,1111111,ok
59040,Vapi Virar Shuttle,VAPI-MMCT PASSENGER,VAPI,VIRAR,Vapi,Mumbai Central,match,1111111,ok
59043,Virar Dahanu Shuttle,,VIRAR,DAHANU ROAD,,,unknown,1111111,summary_parse_failed
59044,Dahanu Virar Shuttle,,DAHANU ROAD,VIRAR,,,unknown,1111111,summary_parse_failed
59045,Vapi Passenger,MMCT-VAPI PASSENGER,MUMBAI BANDRA TERMINUS,VAPI,Mumbai Central,Vapi,match,1111111,ok
59046,Valsad-Bandra Passenger,BL-VR PASSENGER,VALSAD,MUMBAI BANDRA TERMINUS,Valsad,Virar,match,1111111,ok
59047,Virar Surat Passenger,,VIRAR,SURAT,,,unknown,1111111,summary_parse_failed
59048,Surat Virar Passenger,SURAT BL PASS,SURAT,VIRAR,Surat,Valsad,match,1111111,ok
59049,Valsad Viramgam Passenger,BL-BRC PASSENGER,VALSAD,VIRAMGAM JN,Valsad,Vadodara Jn,match,1111111,ok
59051,Surat Nandurbar Passenger,,SURAT,NANDURBAR,,,unknown,1111111,summary_parse_failed
59075,Bhusaval Passenger,NDB-BSL PASSENGER,SURAT,BHUSAVAL JN,Nandurbar,Bhusaval Jn,match,1111111,ok
59076-Slip,Bhusaval Surat Mumbai Passenger,,NANDURBAR,Mumbai Central,,,unknown,1111111,summary_parse_failed
59077,Surat-Bhusaval Passenger,BHUSAVAL PASS,SURAT,BHUSAVAL JN,Surat,Bhusaval Jn,match,1111111,ok
59078,Bhusaval-Surat Passenger,SURAT PASSENGER,BHUSAVAL JN,SURAT,Bhusaval Jn,Surat,match,1111111,ok
59092,Nandurbar Surat Passenger,,NANDURBAR,SURAT,,,unknown,1111111,summary_parse_failed
59101,Vadodara Kathana Passenger,,VADODARA JN,Kathana,,,unknown,1111111,summary_parse_failed
59102,Kathana Vadodara Passenger,,Kathana,VADODARA JN,,,unknown,1111111,summary_parse_failed
59103,Vadodara Kathana Passenger,BRC KTNA PASS,VADODARA JN,Kathana,Vadodara Jn,Kathana,match,1111111,ok
59104,Kathana Vadodara Passenger,KTNA BRC PASS,Kathana,VADODARA JN,Kathana,Vadodara Jn,match,1111111,ok
59112,Bodeli Dabhoi Passenger,,Bodeli,Dabhoi Junction,,,unknown,1111111,summary_parse_failed
59115,Anand Godhra Passenger,,ANAND JN,GODHRA JN,,,unknown,1111111,summary_parse_failed
59116,Godhra Anand Passenger,,GODHRA JN,ANAND JN,,,unknown,1111111,summary_parse_failed
59117,Pratapnagar Bodeli Passenger,PRTN-CTD PASSENGER,Pratapnagar,Bodeli,Pratap Nagar,Chhota Udepur,match,1111111,ok
59118,Chhota Udepur Pratapnagar Passenger,ARPR-PRTN PASSENGER,Chhota Udepur,Pratapnagar,Alirajpur,Pratap Nagar,match,1111111,ok
59119,Pratapnagar Chhota Udepur Passenger,PRTN-ARPR PASSENGER,Pratapnagar,Chhota Udepur,Pratap Nagar,Alirajpur,match,1111111,ok
59120,Chhota Udepur Pratap Nagar Passenger,ARPR-PRTN PASSENGER,Chhota Udepur,Pratapnagar,Alirajpur,Pratap Nagar,match,1111111,ok
59121,Pratapnagar Chhota Udepur Passenger,PRTN-ARPR PASSENGER,Pratapnagar,Chhota Udepur,Pratap Nagar,Alirajpur,match,1111111,ok
59122,Bodeli Pratapnagar Passenger,CTD-PRTN PASSENGER,Bodeli,Pratapnagar,Chhota Udepur,Pratap Nagar,match,1111111,ok
59152,Modasa Nadiad Passenger,,Modasa,NADIAD JN,,,unknown,1111111,summary_parse_failed
59158,Anand Vadodara Passenger,,ANAND JN,VADODARA JN,,,unknown,1111111,summary_parse_failed
59163,Anand Vadtal Passenger,,ANAND JN,Vadtal Swaminarayan,,,unknown,1111111,summary_parse_failed
59164,Vadtal Swaminarayan Anand Passenger,,Vadtal Swaminarayan,ANAND JN,,,unknown,1111111,summary_parse_failed
59165,Anand Godhra Passenger,,ANAND JN,GODHRA JN,,,unknown,1111111,summary_parse_failed
59166,Godhra Anand Passenger,,GODHRA JN,ANAND JN,,,unknown,1111111,summary_parse_failed
59205,Wansjaliya Porbandar Passenger,KNLS-PBR PASSENGER,KANALAS JN,PORBANDAR,Kanalus,Porbandar,match,1111111,ok
59206,Porbandar Wansjaliya Passenger,PBR-KNLS PASSENGER,PORBANDAR,KANALAS JN,Porbandar,Kanalus,match,1111111,ok
59207,Bhavnagar Okha Passenger,BVC OKHA PASS,BHAVNAGAR TERMINUS,OKHA,Bhavnagar Terminus,Okha,match,1111111,ok
59208,Bhavnagar Passenger,BHAVNAGAR PASS,OKHA,BHAVNAGAR TERMINUS,Okha,Bhavnagar Terminus,match,1111111,ok
59211,Rajkot Porbandar Fast Passenger,RJT PBR PASS,RAJKOT JN,PORBANDAR,Rajkot Jn,Porbandar,match,1111111,ok
59031,Surat Bharuch Passenger,,SURAT,BHARUCH JN,,,unknown,1111111,summary_parse_failed
59032,Bharuch Surat Passenger,,BHARUCH JN,SURAT,,,unknown,1111111,summary_parse_failed
59161,Bharuch Vadtal Swaminarayan Passenger,,BHARUCH JN,Vadtal Swaminarayan,,,unknown,1111111,summary_parse_failed
59162,Vadtal Swaminarayan Bharuch Passenger,,Vadtal Swaminarayan,BHARUCH JN,,,unknown,1111111,summary_parse_failed
59212,Porbandar Rajkot Fast Passenger,PBR RJT PASS,PORBANDAR,RAJKOT JN,Porbandar,Rajkot Jn,match,1111111,ok
59213,Bhanvad Porbandar Passenger,BNVD-PBR PASSENGER,BHANVAD,PORBANDAR,Bhanvad,Porbandar,match,1111111,ok
59215,Bhanvad Porbandar Passenger,BNVD-PBR PASSENGER,BHANVAD,PORBANDAR,Bhanvad,Porbandar,match,1111111,ok
59216,Porbandar Bhanvad Passenger,PBR-BNVD PASSENGER,PORBANDAR,BHANVAD,Porbandar,Bhanvad,match,1111111,ok
59225,Bhavnagar Mahuva Passenger,BVC MHV PASS,BHAVNAGAR TERMINUS,MAHUVA JN,Bhavnagar Terminus,Mahuva Jn,match,1111111,ok
59226,Mahuva Bhavnagar Passenger,MHV BVC PASS,MAHUVA JN,BHAVANAGAR PARA,Mahuva Jn,Bhavnagar Terminus,match,1111111,ok
59227,Botad Bhavnagar Passenger,SUNR-BVC PASSENGER,BOTAD JN,BHAVNAGAR TERMINUS,Surendranagar,Bhavnagar Terminus,match,1111111,ok
59228,Bhavnagar-Botad Passenger,BVC-SUNR PASSENGER,BHAVNAGAR TERMINUS,BOTAD JN,Bhavnagar Terminus,Surendranagar,match,1111111,ok
59229,Botad Jn-Bhavnagar T Passenger,BTD-BVC PASSENGER,BOTAD JN,BHAVNAGAR TERMINUS,Botad Jn,Bhavnagar Terminus,match,1111111,ok
59230,Bhavnagar Botad Passenger,BVC-BTD PASSENGER,BHAVNAGAR TERMINUS,SURAT,Bhavnagar Terminus,Botad Jn,match,1111111,ok
59231,Surendranagar Botad Passenger,GANDHIGRAM-BHAVNAGAR PASS,SURENDRANAGAR,BOTAD JN,Gandhigram,Bhavnagar Terminus,MISMATCH,1111111,ok
59232,Botad Surendranagar Passenger,BHAVNAGAR-GANDHIGRAM PASS,BOTAD JN,SURENDRANAGAR,Bhavnagar Terminus,Gandhigram,MISMATCH,1111111,ok
59233,Surendranagar Bhavnagar Passenger,SUNR-BVC PASSENGER,SURENDRANAGAR,BHAVNAGAR TERMINUS,Surendranagar,Bhavnagar Terminus,match,1111111,ok
59234,Bhavnagar Surendranagar Passenger,BVC-SUNR PASSENGER,BHAVNAGAR TERMINUS,SURENDRANAGAR,Bhavnagar Terminus,Surendranagar,match,1111111,ok
59235,Dhola Mahuva Passenger,DLJ-MHV PASSENGER,DHOLA JN,MAHUVA JN,Dhola Jn,Mahuva Jn,match,1111111,ok
59236,Mahuva Dhola Passenger,MHV-DLJ PASSENGER,MAHUVA JN,DHOLA JN,Mahuva Jn,Dhola Jn,match,1111111,ok
59243,Rajula Mahuva Passenger,RJU MHV PASS,Rajula City,MAHUVA JN,Rajula City,Mahuva Jn,match,1111111,ok
59244,Mahuva Rajula Passenger,MHV RJU PASS,MAHUVA JN,Rajula City,Mahuva Jn,Rajula City,match,1111111,ok
59267,Palitana Bhavnagar Passenger,PIT-BVC PASSENGER,Palitana,BHAVNAGAR TERMINUS,Palitana,Bhavnagar Terminus,match,1111111,ok
59268,Bhavnagar Palitana Passenger,BVC-PIT PASSENGER,BHAVNAGAR TERMINUS,Palitana,Bhavnagar Terminus,Palitana,match,1111111,ok
59269,Palitana Bhavnagar Passenger,PIT-BVC PASSENGER,Palitana,BHAVNAGAR TERMINUS,Palitana,Bhavnagar Terminus,match,1111111,ok
59270,Bhavnagar Palitana Passenger,BVC-PIT PASSENGER,BHAVNAGAR TERMINUS,Palitana,Bhavnagar Terminus,Palitana,match,1111111,ok
59271,Surendranagar Bhavnagar Fast Passenger,BTD-BVC PASSENGER,SURENDRANAGAR,BHAVNAGAR TERMINUS,Botad Jn,Bhavnagar Terminus,match,1111111,ok
59272,Bhavnagar Surendranagar Passenger,BVC SUNR PASS,BHAVNAGAR TERMINUS,SURENDRANAGAR,Bhavnagar Terminus,Surendranagar,match,1111111,ok
59295,Palitana Bhavnagar Passenger,PIT BVC PASS,Palitana,BHAVNAGAR TERMINUS,Palitana,Bhavnagar Terminus,match,1111111,ok
59296,Bhavnagar Palitana Passenger,BVC PIT PASS,BHAVNAGAR TERMINUS,Palitana,Bhavnagar Terminus,Palitana,match,1111111,ok
59297,Porbandar Veraval Passenger,PBR SMNH PASS,PORBANDAR,VERAVAL,Porbandar,Somnath,match,1111111,ok
59298,Veraval Porbandar Passenger,SMNH PBR PASS,VERAVAL,PORBANDAR,Somnath,Porbandar,match,1111111,ok
59306,Ujjain-Indore Passenger,UJN-INDB PASSENGER,UJJAIN JN,INDORE JN BG,Ujjain Jn,Indore Jn Bg,match,1111111,ok
59318,Ujjain Nagda Passenger,UJN-NAD PASSENGER,UJJAIN JN,NAGDA JN,Ujjain Jn,Nagda Jn,match,1111111,ok
59319,Ujjain Bhopal Passenger,UJN-BPL PASSENGER,UJJAIN JN,BHOPAL JN,Ujjain Jn,Bhopal Jn,match,1111111,ok
59320,Bhopal Ujjain Passenger,BPL UJJAIN PASS,BHOPAL JN,UJJAIN JN,Bhopal Jn,Ujjain Jn,match,1111111,ok
59341,Nagda Bina Passenger,NAD BINA PASS,NAGDA JN,BINA JN,Nagda Jn,Bina Jn,match,1111111,ok
59342,Bina Nagda Passenger,BINA NAD PASS,BINA JN,NAGDA JN,Bina Jn,Nagda Jn,match,1111111,ok
59345,Ratlam Nagda Passenger,RTM-NAD PASSENGER,RATLAM JN,NAGDA JN,Ratlam Jn,Nagda Jn,match,1111111,ok
59346,Nagda Ratlam Passenger,NAD-RTM PASSENGER,NAGDA JN,RATLAM JN,Nagda Jn,Ratlam Jn,match,1111111,ok
59355,Ratlam Mathura Passenger,,RATLAM JN,MATHURA JN,,,unknown,1111111,summary_parse_failed
59356,Mathura Ratlam Passenger,,MATHURA JN,RATLAM JN,,,unknown,1111111,summary_parse_failed
59357,Bayana Yamunabridge Passenger,,BAYANA JN,YAMUNA BRIDGE AGRA,,,unknown,1111111,summary_parse_failed
59358,Yamuna Bridge Bayana Passenger,,YAMUNA BRIDGE AGRA,BAYANA JN,,,unknown,1111111,summary_parse_failed
59379,Indore Maksi Passenger,INDB MKC PASS,INDORE JN BG,MAKSI,Indore Jn Bg,Maksi,match,1111111,ok
59385,Panchvalley Fast Passenger,PANCHVALLEY PASS,INDORE JN BG,Chhindwara Junction,Indore Jn Bg,Chhindwara Jn,match,1111111,ok
59386,Panchvalley Passenger,PANCHVALLEY PAS,Chhindwara Junction,INDORE JN BG,Chhindwara Jn,Indore Jn Bg,match,1111111,ok
59317,Nagda Ujjain Passenger,NAD-UJN PASSENGER,NAGDA JN,UJJAIN JN,Nagda Jn,Ujjain Jn,match,1111111,ok
59354,Ujjain Nagda Passenger,UJN-NAD PASSENGER,UJJAIN JN,NAGDA JN,Ujjain Jn,Nagda Jn,match,1111111,ok
59386-Slip2,Panchvalley Passenger Slip2,,Chhindwara Junction,GORAKHPUR JN,,,unknown,1111111,summary_parse_failed
59387,Nagda Indore Bg Passenger,NAD-INDB PASSENGER,NAGDA JN,INDORE JN BG,Nagda Jn,Indore Jn Bg,match,1111111,ok
59388,Indore Bg Nagda Passenger,INDB-NAD PASSENGER,INDORE JN BG,NAGDA JN,Indore Jn Bg,Nagda Jn,match,1111111,ok
59389,Indore-Bhopal Fast Passenger,BHOPAL PASSENGE,INDORE JN BG,BHOPAL JN,Indore Jn Bg,Bhopal Jn,match,1111111,ok
59390,Bhopal-Indore Fast Passenger,BPL INDB PASS,BHOPAL JN,INDORE JN BG,Bhopal Jn,Indore Jn Bg,match,1111111,ok
59395,Amla Chhindwara Passenger,BZU CWA SPECIAL,AMLA JN,Chhindwara Junction,Betul,Chhindwara Jn,match,1111111,ok
59396,Chhindwara Amla Passenger,SEY BZU PASS,Chhindwara Junction,AMLA JN,Seoni,Betul,MISMATCH,1111111,ok
59421,Rajkot Veraval Passenger,RJT-VRL PASSENGER,RAJKOT JN,VERAVAL,Rajkot Jn,Veraval,match,1111111,ok
59422,Somnath Rajkot Passenger,VRL-RJT PASSENGER,SOMNATH,RAJKOT JN,Veraval,Rajkot Jn,match,1111111,ok
59423,Rajkot Somnath Passenger,RJT-VRL PASSENGER,RAJKOT JN,SOMNATH,Rajkot Jn,Veraval,match,1111111,ok
59424,Veraval Rajkot Passenger,VRL-RJT PASSENGER,VERAVAL,RAJKOT JN,Veraval,Rajkot Jn,match,1111111,ok
59439,Ahmadabad Passenger,AHMADABAD PASS,Mumbai Central,AHMEDABAD JN,Mumbai Central,Ahmedabad Jn,match,1111111,ok
59440,Ahmedabad Passenger,AHMADABAD PASS,AHMEDABAD JN,BORIVALI,Ahmedabad Jn,Mumbai Central,match,1111111,ok
59441,Mumbai Central-Ahmedabad Passenger,AHMEDABAD PASS,Mumbai Central,AHMEDABAD JN,Mumbai Central,Ahmedabad Jn,match,1111111,ok
59441-Slip,Ahmedabad Passenger Slip,,Mumbai Central,NANDURBAR,,,unknown,1111111,summary_parse_failed
59459,Rajkot Veraval Passenger,,RAJKOT JN,VERAVAL,,,unknown,1111111,summary_parse_failed
59460,Veraval Mumbai Central Passenger Express,,VERAVAL,Mumbai Central,,,unknown,1111111,summary_parse_failed
59461,Borivali Dahanu Shuttle,,BORIVALI,DAHANU ROAD,,,unknown,1111111,summary_parse_failed
59462,Dahanu Mumbai Passenger,,DAHANU ROAD,Mumbai Central,,,unknown,1111111,summary_parse_failed
59473,ADI - PTN PASSENGER,ADI PTN PASS,AHMEDABAD JN,PATAN,Ahmedabad Jn,Patan,match,100010,ok
59474,PATAN - AHMEDABAD PASSENGER,PTN ADI PASS,PATAN,AHMEDABAD JN,Patan,Ahmedabad Jn,match,1000100,ok
59475,Mahesana Patan Passenger,MSH-PTN PASSENGER,MAHESANA JN,PATAN,Mahesana Jn,Patan,match,1111111,ok
59476,Patan Mehsana Passenger,PTN-MSH PASSENGER,PATAN,MAHESANA JN,Patan,Mahesana Jn,match,1111111,ok
59477,Mahesana Patan Passenger,MSH PTN PASS,MAHESANA JN,PATAN,Mahesana Jn,Patan,match,1111111,ok
59478,Patan Mehsana Passenger,PTN MSH PASS,PATAN,MAHESANA JN,Patan,Mahesana Jn,match,1111111,ok
59481,Haldighati Passenger,MSH-BLDI PASSENGER,MAHESANA JN,PATAN,Mahesana Jn,Bhildi Jn,match,1111111,ok
59482,Patan Mahesana Passenger,BLDI-MSH PASSENGER,PATAN,MAHESANA JN,Bhildi Jn,Mahesana Jn,match,1111111,ok
59483,AHMEDABAD PATAN PASS,MSH-PTN PASSENGER,MAHESANA JN,PATAN,Mahesana Jn,Patan,match,1111111,ok
59484,Patan Mahesana DMU,PTN-MSH PASSENGER,PATAN,MAHESANA JN,Patan,Mahesana Jn,match,1111111,ok
59503,Viramgam Okha Fast Passenger,VG OKHA PASS,VIRAMGAM JN,OKHA,Viramgam Jn,Okha,match,1111111,ok
59504,Okha Viramgam Fast Passenger,OKHA VG PASS,OKHA,VIRAMGAM JN,Okha,Viramgam Jn,match,1111111,ok
59509,Mahesana Viramgam Passenger,MSH-VG PASSENGER,MAHESANA JN,VIRAMGAM JN,Mahesana Jn,Viramgam Jn,match,1111111,ok
59510,Viramgam Mahesana Passenger,VG-MSH PASSENGER,VIRAMGAM JN,MAHESANA JN,Viramgam Jn,Mahesana Jn,match,1111111,ok
59511,Mahesana Viramgam,MSH-VG PASSENGER,MAHESANA JN,VIRAMGAM JN,Mahesana Jn,Viramgam Jn,match,1111111,ok
59512,Viramgam Mahesana,VG-MSH PASSENGER,VIRAMGAM JN,MAHESANA JN,Viramgam Jn,Mahesana Jn,match,1111111,ok
59547,Ahmedabad Okha Passenger,OKHA PASSENGER,AHMEDABAD JN,OKHA,Ahmedabad Jn,Okha,match,1111111,ok
59548,Okha Ahmedabad Passenger,OKHA ADI PASS,OKHA,AHMEDABAD JN,Okha,Ahmedabad Jn,match,1111111,ok
59601,Beawar Ajmer Passenger,AII-MJ PASSENGER,BEAWAR,AJMER JN,Ajmer Jn,Marwar Jn,MISMATCH,1111111,ok
59602,Ajmer Beawar Passenger,MJ-AII PASSENGER,AJMER JN,BEAWAR,Marwar Jn,Ajmer Jn,MISMATCH,1111111,ok
59603,Ajmer Udaipur Passenger,AII-PUHT PASSENGER,AJMER JN,UDAIPUR CITY,Ajmer Jn,Pushkar Terminus,match,1011011,ok
59604,Udaipur Ajmer Passenger,PUHT-AII PASSENGER,UDAIPUR CITY,AJMER JN,Pushkar Terminus,Ajmer Jn,match,1011011,ok
59605,Chittaurgarh Udaipur Passenger,UDZ-BI PASSENGER,CHITTAURGARH,UDAIPUR CITY,Udaipur City,Bari Sadri,MISMATCH,1111111,ok
59606,Udaipur Chittaurgarh Passenger,BI-UDZ PASSENGER,UDAIPUR CITY,CHITTAURGARH,Bari Sadri,Udaipur City,MISMATCH,1111111,ok
59702,Hisar-Jaipur Passenger,,Hisar,JAIPUR,,,unknown,1111111,summary_parse_failed
59703,Hisar Rewari Passenger,,Hisar,REWARI,,,unknown,1111111,summary_parse_failed
59704,Gondia Durg Passenger,,REWARI,Hisar,,,unknown,1111111,summary_parse_failed
51239,Amla Betul Passenger,AMLA BZU PASS,AMLA JN,BETUL,Amla Jn,Betul,match,1111111,ok
59394,Habibganj Dahod Fast Pass,HBJ DHD FAST PAS,HABIBGANJ,DAHOD,Bhopal Jn,Dahod,match,1111111,ok
59705,Suratgarh Jaipur Passenger,SOG JP PASS,SURATGARH JN,JAIPUR,Suratgarh Jn,Jaipur,match,1111111,ok
59707,ANUPGARH - SURATGARH Passenger,APH SOG PASS,ANUPGARH,SURATGARH JN,Anupgarh,Suratgarh Jn,match,1111111,ok
59708,SURATGARH - ANUPGARH Passenger,SOG APH PASS,SURATGARH JN,ANUPGARH,Suratgarh Jn,Anupgarh,match,1111111,ok
59709,APH-SOG  PASSANGER,JP-BNW FAST PASSENGER,ANUPGARH,SURATGARH JN,Jaipur,Bhiwani,MISMATCH,1111111,ok
59710,Suratgarh Anupgarh Passenger,BNW-JP FAST PASSENGER,SURATGARH JN,ANUPGARH,Bhiwani,Jaipur,MISMATCH,1111111,ok
59711,Bhatinda Suratgarh Passenger,SOG-APH PASSENGER,BHATINDA JN,SURATGARH JN,Suratgarh Jn,Anupgarh,MISMATCH,1111111,ok
59712,Suratgarh Bhatinda Passenger,APH-SOG PASSENGER,SURATGARH JN,BHATINDA JN,Anupgarh,Suratgarh Jn,MISMATCH,1111111,ok
59713,Phulera Jaipur Passenger,SOG-APH PASS,PHULERA JN,JAIPUR,Suratgarh Jn,Anupgarh,MISMATCH,1111111,ok
59714,Jaipur Phulera Passenger,APH-SOG PASS,JAIPUR,PHULERA JN,Anupgarh,Suratgarh Jn,MISMATCH,1111111,ok
59715,Phulera Rewari Passenger,SOG-APH PASS,PHULERA JN,REWARI,Suratgarh Jn,Anupgarh,MISMATCH,1111111,ok
59716,Rewari Phulera Passenger,APH-SOG PASSENGER,REWARI,PHULERA JN,Anupgarh,Suratgarh Jn,MISMATCH,1111111,ok
59717,Phulera Rewari Passenger,SOG-APH PASSENGER,PHULERA JN,REWARI,Suratgarh Jn,Anupgarh,MISMATCH,1111111,ok
59718,Rewari Phulera Passenger,APH-SOG PASSENGER,REWARI,PHULERA JN,Anupgarh,Suratgarh Jn,MISMATCH,1111111,ok
59721,Jaipur Hisar Passenger,JP BXN PASS,JAIPUR,Hisar,Jaipur,Bayana Jn,match,1111111,ok
59722,Hisar - Jaipur Fast Passenger,BXN JP PASS,Hisar,JAIPUR,Bayana Jn,Jaipur,match,1111111,ok
59723,Rewari Sadulpur Passenger,JP FL PASS,REWARI,Hisar,Jaipur,Phulera Jn,MISMATCH,1111111,ok
59724,Sadulpur Rewari Passenger,FL JP PASS,Hisar,REWARI,Phulera Jn,Jaipur,MISMATCH,1111111,ok
59725,Rewari Sadulpur Passenger,,REWARI,Hisar,,,unknown,1111111,summary_parse_failed
59726,Sadulpur Rewari Passenger,,Hisar,REWARI,,,unknown,1111111,summary_parse_failed
59801,Kota Jaipur Passenger,,KOTA JN,JAIPUR,,,unknown,1111111,summary_parse_failed
59802,Jaipur Nagda Fast Passenger,,JAIPUR,NAGDA JN,,,unknown,1111111,summary_parse_failed
59805,Bayana Jaipur Fast Passenger,,JAIPUR,BAYANA JN,,,unknown,1111111,summary_parse_failed
59806,Jaipur Bayana Fast Passenger,,BAYANA JN,JAIPUR,,,unknown,1111111,summary_parse_failed
59811,Haldighati Passenger,HALDIGHATI PASS,RATLAM JN,AGRA FORT,Ratlam New,Agra Fort,match,1111111,ok
59812,Haldighati Passenger,HALDIGHATI PASS,AGRA FORT,RATLAM JN,Agra Fort,Ratlam New,match,1111111,ok
59813,Kota Agra Yamuna Bridge Passenger,KOTA-JAB PASSENGER,KOTA JN,YAMUNA BRIDGE AGRA,Kota Jn,Yamuna Bridge,match,1111111,ok
59814,Agra Fort Bayana Passenger,AF-KOTA PASSENGER,AGRA FORT,KOTA JN,Agra Fort,Kota Jn,match,1111111,ok
59821,KOTA - BHIND Passenger,KOTA BIX PASS,KOTA JN,BHIND,Kota Jn,Bhind,match,1111111,ok
59822,BHIND - KOTA PASSENGER,BIX KOTA PASS,BHIND,KOTA JN,Bhind,Kota Jn,match,1111111,ok
59831,Vadodara Kota Passenger,BRC KOTA PASS,VADODARA JN,KOTA JN,Vadodara Jn,Kota Jn,match,1111111,ok
59833,Kota Nimach Passenger,KOTA-MDS PASSENGER,KOTA JN,NIMACH,Kota Jn,Mandsor,match,1111111,ok
59834,Nimach Kota Passenger,MDS-KOTA PASSENGER,NIMACH,KOTA JN,Mandsor,Kota Jn,match,1111111,ok
59835,Nimach Udaipur Passenger,MDS-UDZ PASSENGER,NIMACH,UDAIPUR CITY,Mandsor,Udaipur City,match,1111111,ok
59836,Udaipur Nimach Passenger,UDZ-MDS PASSENGER,UDAIPUR CITY,NIMACH,Udaipur City,Mandsor,match,1111111,ok
61135,Badnera Amravati Passenger,CSN-DHI MEMU,BADNERA JN,Amravati,,,unknown,1111111,summary_parse_failed
63153,JASIDIH BAIDYANATH PASS,JSME-BDME MEMU,JASIDIH JN,Baidyanathdham Deoghar,Jasidih Jn,Baidyanathdham,match,1111111,ok
63154,BAIDYANATH JASIDIH PASS,BDME-JSME MEMU,Baidyanathdham Deoghar,JASIDIH JN,Baidyanathdham,Jasidih Jn,match,1111111,ok
63155,JASIDIH BAIDYANATH PASS,JSME-BDME MEMU,JASIDIH JN,Baidyanathdham Deoghar,Jasidih Jn,Baidyanathdham,match,1111111,ok
63156,BAIDYANATH JASIDIH PASS,BDME-JSME MEMU,Baidyanathdham Deoghar,JASIDIH JN,Baidyanathdham,Jasidih Jn,match,1111111,ok
63157,Jasidih Baidyanathdham Passenger,JSME-BDME MEMU,JASIDIH JN,Baidyanathdham Deoghar,Jasidih Jn,Baidyanathdham,match,1111111,ok
63160,BAIDYANATH JASIDIH PASS,BDME-JSME MEMU,Baidyanathdham Deoghar,JASIDIH JN,Baidyanathdham,Jasidih Jn,match,1111111,ok
63161,JASIDIH BAIDYANATH PASS,JSME-BDME MEMU,JASIDIH JN,Baidyanathdham Deoghar,Jasidih Jn,Baidyanathdham,match,1111111,ok
63162,BAIDYANATH JASIDIH PASS,BDME-JSME MEMU,Baidyanathdham Deoghar,JASIDIH JN,Baidyanathdham,Jasidih Jn,match,1111111,ok
63163,JASIDIH BAIDYANATH PASS,JSME-BDME MEMU,JASIDIH JN,Baidyanathdham Deoghar,Jasidih Jn,Baidyanathdham,match,1111111,ok
63164,BAIDYANATH JASIDIH PASS,BDME-JSME MEMU,Baidyanathdham Deoghar,JASIDIH JN,Baidyanathdham,Jasidih Jn,match,1111111,ok
63165,JASIDIH BAIDYANATH PASS,JSME-BDME MEMU,JASIDIH JN,Baidyanathdham Deoghar,Jasidih Jn,Baidyanathdham,match,1111111,ok
63167,JASIDIH BAIDYANATH PASS,JSME-BDME MEMU,JASIDIH JN,Baidyanathdham Deoghar,Jasidih Jn,Baidyanathdham,match,1111111,ok
63168,BAIDYANATH JASIDIH PASS,BDME-JSME MEMU,Baidyanathdham Deoghar,JASIDIH JN,Baidyanathdham,Jasidih Jn,match,1111111,ok
63207,Jhajha Patna Passenger MEMU,JAJ-PNBE MEMU,JHAJHA,PATNA JN,Jhajha,Patna Jn,match,1111111,ok
63208,Patna Jhajha Passenger MEMU,PNBE JSME MEMU,PATNA JN,JHAJHA,Patna Jn,Jasidih Jn,match,1111111,ok
63209,Jhajha Patna MEMU,DGHR-PNBE MEMU,JHAJHA,PATNA JN,Deoghar,Patna Jn,match,1111111,ok
63210,PATNA - JHAJHA Passenger,PNBE-DGHR MEMU,PATNA JN,JHAJHA,Patna Jn,Deoghar,match,1111111,ok
63211,JASIDIH - PATNA MEMU,JSME PNBE MEMU,JASIDIH JN,PATNA JN,Jasidih Jn,Patna Jn,match,1111111,ok
63212,Patna-Jhajha Passenger MEMU,PNBE-JAJ MEMU,PATNA JN,JHAJHA,Patna Jn,Jhajha,match,1111111,ok
63217,Mokama Danapur Passenger,BJU-DNR MEMU,MOKAMEH JN,DANAPUR,Barauni Jn,Danapur,match,1111111,ok
